source_system;source_file;source_sheet;source_row_number;source_id;loan_account_no;account_no;pk_number;cif_no;cif_id;loan_product_code;loan_product_id;saving_account_no;saving_account_id;branch_code;branch_id;marketing_code;marketing_id;principal_amount;interest_rate;interest_margin;tenor;tenor_type;calculation_method;is_diskonto;diskonto_upfront_amount;due_date_cycle;disbursement_date;outstanding_principal;outstanding_interest;outstanding_penalty;dpd_days;kol_level;collateral_type;collateral_description;collateral_certificate_no;collateral_value;collateral_address;guarantor_name;guarantor_nik;guarantor_phone;guarantor_address;guarantor_relation;provision_fee;admin_fee;insurance_fee;flagging_fee;stamp_duty_fee;prepaid_installment_count;prepaid_installment_amount;blocked_savings_count;blocked_savings_amount;status;approved_by;approved_at;created_by;migration_notes
EXCEL;EXCEL;EXCEL;67;1;301000100000000067;301000100000000067;;00010000083;83;301;1;104000100000000083;1153;0001;1;MKT-0001-067;1;4200000.00;00.00;00.00;2;MONTHS;FLAT;0;00.00;;01/11/25;4200000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:66;1;
EXCEL;EXCEL;EXCEL;68;1;301000100000000068;301000100000000068;;00010000175;175;301;1;104000100000000175;1245;0001;1;MKT-0001-068;1;5000000.00;12.00;00.00;12;MONTHS;FLAT;0;00.00;;01/12/25;5000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:67;1;
EXCEL;EXCEL;EXCEL;69;1;301000100000000069;301000100000000069;;00010000099;99;301;1;104000100000000099;1169;0001;1;MKT-0001-069;1;3000000.00;00.00;00.00;1;MONTHS;FLAT;0;00.00;;01/12/25;3000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:68;1;
EXCEL;EXCEL;EXCEL;70;1;303000100000000070;303000100000000070;;00010000214;809;303;3;104000100000000809;1326;0001;1;MKT-0001-070;1;6200000.00;0,343055556;00.00;12;MONTHS;FLAT;0;00.00;;01/08/25;4505533.33;00.00;00.00;0;1;;;;;;;;;;;00.00;00.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:69;1;
EXCEL;EXCEL;EXCEL;71;1;303000100000000071;303000100000000071;;00010000215;810;303;3;104000100000000810;1327;0001;1;MKT-0001-071;1;88000000.00;0,666666667;00.00;1;MONTHS;FLAT;1;1144000.00;;01/04/25;88000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;2640000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:70;1;
EXCEL;EXCEL;EXCEL;72;1;303000100000000072;303000100000000072;;00010000216;811;303;3;104000100000000811;1328;0001;1;MKT-0001-072;1;1000000.00;12.00;00.00;10;MONTHS;FLAT;0;00.00;;01/07/25;810000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;30000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:71;1;
EXCEL;EXCEL;EXCEL;73;1;303000100000000073;303000100000000073;;00010000217;812;303;3;104000100000000812;1329;0001;1;MKT-0001-073;1;21000000.00;12.00;00.00;36;MONTHS;FLAT;0;00.00;;01/08/25;20043333.33;00.00;00.00;0;1;;;;;;;;;;;00.00;630000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:72;1;
EXCEL;EXCEL;EXCEL;74;1;303000100000000074;303000100000000074;;00010000218;813;303;3;104000100000000813;1330;0001;1;MKT-0001-074;1;5000000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/08/25;4633333.33;00.00;00.00;0;1;;;;;;;;;;;00.00;150000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:73;1;
EXCEL;EXCEL;EXCEL;75;1;303000100000000075;303000100000000075;;00010000219;814;303;3;104000100000000814;1331;0001;1;MKT-0001-075;1;7000000.00;12.00;00.00;60;MONTHS;FLAT;0;00.00;;01/09/25;6836666.67;00.00;00.00;0;1;;;;;;;;;;;00.00;210000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:74;1;
EXCEL;EXCEL;EXCEL;76;1;303000100000000076;303000100000000076;;00010000220;815;303;3;104000100000000815;1332;0001;1;MKT-0001-076;1;5000000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/09/25;4375000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;150000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:75;1;
EXCEL;EXCEL;EXCEL;77;1;303000100000000077;303000100000000077;;00010000221;816;303;3;104000100000000816;1333;0001;1;MKT-0001-077;1;7000000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/09/25;6125000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;210000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:76;1;
EXCEL;EXCEL;EXCEL;78;1;303000100000000078;303000100000000078;;00010000222;817;303;3;104000100000000817;1334;0001;1;MKT-0001-078;1;5000000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/09/25;4633333.33;00.00;00.00;0;1;;;;;;;;;;;00.00;150000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:77;1;
EXCEL;EXCEL;EXCEL;79;1;303000100000000079;303000100000000079;;00010000223;818;303;3;104000100000000818;1335;0001;1;MKT-0001-079;1;4200000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/09/25;3892000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;126000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:78;1;
EXCEL;EXCEL;EXCEL;80;1;303000100000000080;303000100000000080;;00010000224;819;303;3;104000100000000819;1336;0001;1;MKT-0001-080;1;1100000.00;12.00;00.00;6;MONTHS;FLAT;0;00.00;;01/09/25;744333.33;00.00;00.00;0;1;;;;;;;;;;;00.00;33000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:79;1;
EXCEL;EXCEL;EXCEL;81;1;303000100000000081;303000100000000081;;00010000225;820;303;3;104000100000000820;1337;0001;1;MKT-0001-081;1;5000000.00;12.00;00.00;10;MONTHS;FLAT;0;00.00;;01/09/25;4050000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;150000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:80;1;
EXCEL;EXCEL;EXCEL;82;1;303000100000000082;303000100000000082;;00010000226;821;303;3;104000100000000821;1338;0001;1;MKT-0001-082;1;10000000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/09/25;9583333.33;00.00;00.00;0;1;;;;;;;;;;;00.00;300000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:81;1;
EXCEL;EXCEL;EXCEL;83;1;303000100000000083;303000100000000083;;00010000227;822;303;3;104000100000000822;1339;0001;1;MKT-0001-083;1;5000000.00;12.00;00.00;6;MONTHS;FLAT;0;00.00;;01/09/25;3383333.33;00.00;00.00;0;1;;;;;;;;;;;00.00;150000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:82;1;
EXCEL;EXCEL;EXCEL;84;1;303000100000000084;303000100000000084;;00010000228;823;303;3;104000100000000823;1340;0001;1;MKT-0001-084;1;5000000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/10/25;4741666.67;00.00;00.00;0;1;;;;;;;;;;;00.00;150000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:83;1;
EXCEL;EXCEL;EXCEL;85;1;303000100000000085;303000100000000085;;00010000229;824;303;3;104000100000000824;1341;0001;1;MKT-0001-085;1;10000000.00;12.00;00.00;12;MONTHS;FLAT;0;00.00;;01/10/25;8133333.33;00.00;00.00;0;1;;;;;;;;;;;00.00;300000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:84;1;
EXCEL;EXCEL;EXCEL;86;1;303000100000000086;303000100000000086;;00010000230;825;303;3;104000100000000825;1342;0001;1;MKT-0001-086;1;4000000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/10/25;3793333.33;00.00;00.00;0;1;;;;;;;;;;;00.00;120000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:85;1;
EXCEL;EXCEL;EXCEL;87;1;303000100000000087;303000100000000087;;00010000231;826;303;3;104000100000000826;1343;0001;1;MKT-0001-087;1;5300000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/10/25;5026166.67;00.00;00.00;0;1;;;;;;;;;;;00.00;159000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:86;1;
EXCEL;EXCEL;EXCEL;88;1;303000100000000088;303000100000000088;;00010000232;827;303;3;104000100000000827;1344;0001;1;MKT-0001-088;1;5000000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/10/25;4741666.67;00.00;00.00;0;1;;;;;;;;;;;00.00;150000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:87;1;
EXCEL;EXCEL;EXCEL;89;1;303000100000000089;303000100000000089;;00010000233;828;303;3;104000100000000828;1345;0001;1;MKT-0001-089;1;5000000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/10/25;4741666.67;00.00;00.00;0;1;;;;;;;;;;;00.00;150000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:88;1;
EXCEL;EXCEL;EXCEL;90;1;303000100000000090;303000100000000090;;00010000234;829;303;3;104000100000000829;1346;0001;1;MKT-0001-090;1;2250000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/10/25;2133750.00;00.00;00.00;0;1;;;;;;;;;;;00.00;67500.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:89;1;
EXCEL;EXCEL;EXCEL;91;1;303000100000000091;303000100000000091;;00010000235;830;303;3;104000100000000830;1347;0001;1;MKT-0001-091;1;5000000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/10/25;4741666.67;00.00;00.00;0;1;;;;;;;;;;;00.00;150000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:90;1;
EXCEL;EXCEL;EXCEL;92;1;303000100000000092;303000100000000092;;00010000236;831;303;3;104000100000000831;1348;0001;1;MKT-0001-092;1;2500000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/10/25;2370833.33;00.00;00.00;0;1;;;;;;;;;;;00.00;75000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:91;1;
EXCEL;EXCEL;EXCEL;93;1;303000100000000093;303000100000000093;;00010000237;832;303;3;104000100000000832;1349;0001;1;MKT-0001-093;1;9000000.00;08.00;00.00;12;MONTHS;FLAT;0;00.00;;01/12/25;9000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;270000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:92;1;
EXCEL;EXCEL;EXCEL;94;1;303000100000000094;303000100000000094;;00010000238;833;303;3;104000100000000833;1350;0001;1;MKT-0001-094;1;3000000.00;144.00.00;00.00;12;MONTHS;FLAT;0;00.00;;01/10/25;3000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;90000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:93;1;
EXCEL;EXCEL;EXCEL;95;1;303000100000000095;303000100000000095;;00010000239;834;303;3;104000100000000834;1351;0001;1;MKT-0001-095;1;4000000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/10/25;3666666.67;00.00;00.00;0;1;;;;;;;;;;;00.00;120000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:94;1;
EXCEL;EXCEL;EXCEL;96;1;303000100000000096;303000100000000096;;00010000240;835;303;3;104000100000000835;1352;0001;1;MKT-0001-096;1;6000000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/10/25;5810000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;180000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:95;1;
EXCEL;EXCEL;EXCEL;97;1;303000100000000097;303000100000000097;;00010000241;836;303;3;104000100000000836;1353;0001;1;MKT-0001-097;1;6000000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/10/25;5810000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;180000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:96;1;
EXCEL;EXCEL;EXCEL;98;1;303000100000000098;303000100000000098;;00010000242;837;303;3;104000100000000837;1354;0001;1;MKT-0001-098;1;3500000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/10/25;3208333.33;00.00;00.00;0;1;;;;;;;;;;;00.00;105000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:97;1;
EXCEL;EXCEL;EXCEL;99;1;303000100000000099;303000100000000099;;00010000243;838;303;3;104000100000000838;1355;0001;1;MKT-0001-099;1;5000000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/11/25;4791666.67;00.00;00.00;0;1;;;;;;;;;;;00.00;150000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:98;1;
EXCEL;EXCEL;EXCEL;100;1;303000100000000100;303000100000000100;;00010000244;839;303;3;104000100000000839;1356;0001;1;MKT-0001-100;1;10000000.00;12.00;00.00;18;MONTHS;FLAT;0;00.00;;01/11/25;9444444.44;00.00;00.00;0;1;;;;;;;;;;;00.00;300000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:99;1;
EXCEL;EXCEL;EXCEL;101;1;303000100000000101;303000100000000101;;00010000245;840;303;3;104000100000000840;1357;0001;1;MKT-0001-101;1;20000000.00;12.00;00.00;12;MONTHS;FLAT;0;00.00;;01/12/25;20000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;600000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:100;1;
EXCEL;EXCEL;EXCEL;102;1;303000100000000102;303000100000000102;;00010000246;841;303;3;104000100000000841;1358;0001;1;MKT-0001-102;1;10000000.00;12.00;00.00;24;MONTHS;FLAT;0;00.00;;01/12/25;10000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;300000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:101;1;
EXCEL;EXCEL;EXCEL;103;1;303000100000000103;303000100000000103;;00010000247;842;303;3;104000100000000842;1359;0001;1;MKT-0001-103;1;5000000.00;12.00;00.00;18;MONTHS;FLAT;0;00.00;;01/12/25;5000000.00;00.00;00.00;0;1;;;;;;;;;;;00.00;150000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:102;1;
EXCEL;EXCEL;EXCEL;104;1;307000100000000104;307000100000000104;;00010000248;843;307;7;104000100000000843;1360;0001;1;MKT-0001-104;1;310000000.00;24.00.00;00.00;14;MONTHS;FLAT;0;00.00;;01/09/25;243571428.57;00.00;00.00;0;1;;;;;;;;;;;00.00;9300000.00;00.00;00.00;00.00;0;00.00;0;00.00;ACTIVE;2;2025-12-01 00:00:103;1;
